case,time_proper_Myr,front_radius_proper_kpc,analytic_radius_proper_kpc,absolute_error_proper_kpc
instantaneous_20,35.3017935440771,3.3786384992285456,3.4003767209692426,0.02173822174069695
instantaneous_20,35.63578746372302,3.387111728710334,3.4095900882377537,0.022478359527419833
instantaneous_20,35.94904368778631,3.3944481169754184,3.418163724872171,0.023715607896752644
instantaneous_20,36.24402712773947,3.4008825679048003,3.4261782132183476,0.025295645313547332
instantaneous_20,36.522932234763196,3.4065946410215946,3.433703900708667,0.027109259687072562
instantaneous_20,36.787713467906414,3.4117239582885412,3.4408023299205817,0.029078371632040412
instantaneous_20,37.040113061026496,3.4163807703920996,3.4475274641957996,0.031146693803699943
instantaneous_20,37.28168659594385,3.4206533805636505,3.453926751238613,0.03327337067496261
instantaneous_20,37.51382659168971,3.4246134745740524,3.460042052296862,0.03542857772280961
instantaneous_20,37.73778422529401,3.4283200236874265,3.465910457040876,0.03759043335344936
instantaneous_20,37.95468929677952,3.431822196014144,3.471565000423633,0.039742804409489185
instantaneous_20,38.16556858412159,3.435161567770863,3.4770352957614894,0.041873727990626275
instantaneous_20,38.37136277649177,3.4383738343088455,3.482348097088215,0.04397426277936933
instantaneous_20,38.57294221690692,3.44149016128084,3.487527803108584,0.04603764182774395
instantaneous_20,38.771121726358636,3.4445382771627515,3.4925969146443614,0.04805863748160988
instantaneous_20,38.96667482379502,3.447543382452244,3.4975764573197567,0.05003307486751263
instantaneous_20,39.160347705551985,3.4505289339565213,3.5024863814450855,0.051957447488564235
instantaneous_20,39.3528734117336,3.45351735209962,3.5073459517569145,0.053828599657294696
instantaneous_20,39.54498669591746,3.4565306936957585,3.5121741410553007,0.055643447359542186
instantaneous_20,39.73744024312218,3.459591331550313,3.516990044142008,0.057398712591695045
instantaneous_20,39.93102307033124,3.4627226856908013,3.5218133322485548,0.05909064655775342
instantaneous_20,40.12658222607956,3.4659500599328084,3.5266647740306354,0.06071471409782703
instantaneous_20,40.32504933223027,3.469301653903763,3.531566858304051,0.062265204400288265
instantaneous_20,40.527474165026604,3.4728098483884784,3.536544567790781,0.0637347194023028
instantaneous_20,40.73506849338978,3.4765129077738677,3.541626375237779,0.06511346746391133
instantaneous_20,40.94926502105215,3.480457319835845,3.546845568540587,0.06638824870474203
instantaneous_20,41.17179894386854,3.4847011230515452,3.552242069127858,0.06754094607631256
instantaneous_20,41.40482412290202,3.4893187989110523,3.557865004668022,0.06854620575696968
instantaneous_20,41.65108369579099,3.4944087187963295,3.563776465190971,0.06936774639464138
instantaneous_20,41.914169113722146,3.5001049145818266,3.5700571745990537,0.0699522600172271
instantaneous_20,42.19892840953677,3.5065964922415116,3.5768153798266455,0.07021888758513395
instantaneous_20,42.512137975939055,3.5141612759580925,3.584201389593506,0.07004011363541363
instantaneous_20,42.86366542800564,3.523227656854959,3.592432569445631,0.06920491259067196
instantaneous_20,43.26860915115162,3.5344967738460276,3.601838956351198,0.06734218250517054
instantaneous_20,43.751541374094494,3.549206598859757,3.612952806918291,0.0637462080585336
instantaneous_20,44.355756016184046,3.5697727569457367,3.626701204019475,0.05692844707373812
instantaneous_20,45.089633786442306,3.5986154602443094,3.6431711321510956,0.04455567190678611
instantaneous_20,45.761367029592485,3.6245021163870947,3.6580316815715537,0.03352956518445893
instantaneous_20,46.37899893720051,3.6446643315850307,3.6715186247727924,0.02685429318776178
instantaneous_20,46.94912109294095,3.660790225819618,3.683821110162773,0.023030884343155034
instantaneous_20,47.47735534807959,3.673973777745961,3.69509625917466,0.02112248142869877
instantaneous_20,47.9686072910963,3.684955549120919,3.705477400910418,0.020521851789498946
instantaneous_20,48.42721027875302,3.6942549888040914,3.7150791356281068,0.020824146824015344
instantaneous_20,48.85701576791561,3.702247345427571,3.7240007309341747,0.021753385506603884
instantaneous_20,49.26145683995531,3.709210517106853,3.732328591529007,0.023118074422153967
instantaneous_20,49.64359801478708,3.715354742154577,3.7401381800669538,0.024783437912376804
instantaneous_20,50.0,3.720758357344489,3.747370654879465,0.02661229753497585
instantaneous_100,0.0,0.0,0.0,0.0
instantaneous_100,0.002381153634116409,0.0,0.14506822792180699,0.14506822792180699
instantaneous_100,0.004546729496743036,0.0,0.1799733737804115,0.1799733737804115
instantaneous_100,0.006516887702906143,0.0,0.20291810563091275,0.20291810563091275
instantaneous_100,0.008310165002969218,0.0,0.2200440053223049,0.2200440053223049
instantaneous_100,0.00994364078144671,0.0,0.23360770799973155,0.23360770799973155
instantaneous_100,0.011433068412916284,0.0,0.24473274368550216,0.24473274368550216
instantaneous_100,0.012792974058937255,0.0,0.2540743638678571,0.2540743638678571
instantaneous_100,0.014036728593178354,0.25120245990343476,0.2620544700938994,0.010852010190464667
instantaneous_100,0.015176600724630831,0.26971240609140945,0.2689637594642161,0.0007486466271933723
instantaneous_100,0.016223800000716323,0.2843342750129201,0.2750125452159791,0.009321729796940958
instantaneous_100,0.017188517315432153,0.2961342766341232,0.2803585974960534,0.015775679138069765
instantaneous_100,0.01807996839855716,0.30582358783125607,0.285123557903889,0.02070002992736708
instantaneous_100,0.018906443251393266,0.31389481884816994,0.2894032044519593,0.02449161439621067
instantaneous_100,0.019675362234433422,0.32069999842250574,0.29327419256519754,0.027425805857308194
instantaneous_100,0.020393337858977775,0.32649737236166965,0.29679866891910484,0.02969870344256481
instantaneous_100,0.0210662403817556,0.3314806612410183,0.300027542358645,0.03145311888237334
instantaneous_100,0.021699264964129446,0.3357980004057229,0.3030028726140272,0.03279512779169569
instantaneous_100,0.022296998258653767,0.3395645742440189,0.30575965844278336,0.03380491580123557
instantaneous_100,0.02286348264407616,0.3428712670260749,0.30832720372290123,0.03454406330317367
instantaneous_100,0.023402276792448124,0.34579072360224844,0.3107301785675478,0.03506054503470063
instantaneous_100,0.023916511714179935,0.3483816823015335,0.3129894547155554,0.0353922275859781
instantaneous_100,0.024408941831560768,0.35069212902854574,0.31512277045638637,0.03556935857215937
instantaneous_100,0.024881990951465167,0.3527616305477598,0.3171452646576741,0.035616365890085655
instantaneous_100,0.02533779324246438,0.3546230859535922,0.31906990890066195,0.03555317705293026
instantaneous_100,0.025778229477802915,0.35630405869596615,0.3209078594117586,0.03539619928420756
instantaneous_100,0.02620495890103581,0.35782780189845853,0.32266874528861655,0.03515905660984198
instantaneous_100,0.0266194471170358,0.3592140562603432,0.32436090573727017,0.03485315052307303
instantaneous_100,0.027022990424682095,0.3604796772382583,0.32599158624037716,0.03448809099788114
instantaneous_100,0.02741673699733731,0.3616391326648369,0.3275671014599255,0.03407203120491137
instantaneous_100,0.027801705293876117,0.3627049009738984,0.32909297106727764,0.03361192990662076
instantaneous_100,0.02817880005101842,0.3636877924088655,0.3305740334377273,0.03311375897113822
instantaneous_100,0.028548826173501306,0.36459721014,0.33201454117708806,0.032582668962911954
instantaneous_100,0.02891250080246696,0.3654413639130158,0.33341824167379236,0.032023122239223434
instantaneous_100,0.029270463809291457,0.36622744609115776,0.3347884452665985,0.03143900082455925
instantaneous_100,0.02962328693010145,0.36696177756957116,0.3361280831312929,0.03083369443827827
instantaneous_100,0.029971481727850285,0.36764992947142516,0.3374397566038335,0.030210172867591645
instantaneous_100,0.030315506542980403,0.3682968251387639,0.33872577934417464,0.029571045794589246
instantaneous_100,0.030655772571825935,0.368906826109031,0.3399882134969575,0.028918612612073513
instantaneous_100,0.030992649192075387,0.3694838049254592,0.3412289008009895,0.028254904124469682
instantaneous_100,0.03132646863756179,0.3700312070990527,0.34244948943429887,0.027581717664753813
instantaneous_100,0.0316575301103507,0.37055210404974326,0.3436514572483162,0.026900646801427064
instantaneous_100,0.031986103405602095,0.3710492385725478,0.3448361319355012,0.026213106637046568
instantaneous_100,0.0323124321136499,0.3715250639838841,0.34600470858383225,0.02552035540005182
instantaneous_100,0.03263673645508656,0.3719817780187191,0.34715826499867075,0.02482351302004837
instantaneous_100,0.032959215796590884,0.3724213522010368,0.34829777511263244,0.024123577088404347
instantaneous_100,0.03328005088867295,0.37284555745936043,0.34942412075200824,0.023421436707352195
instantaneous_100,0.03359940586104222,0.3732559865201284,0.3505381019889031,0.022717884531225307
instantaneous_100,0.0339174300061271,0.37365407350301144,0.35164044627171526,0.022013627231296184
instantaneous_100,0.03423425937781529,0.37404111113839233,0.3527318165000452,0.02130929463834713
instantaneous_100,0.0345500182284153,0.3744182660051288,0.35381281818404164,0.02060544782108714
instantaneous_100,0.034864820304028134,0.3747865918978526,0.35488400580913715,0.019902586088715424
instantaneous_100,0.035178770016544424,0.3751470417444226,0.35594588851085746,0.019201153233565138
instantaneous_100,0.03549196350744029,0.3755004781504033,0.35699893514846753,0.018501543001935794
instantaneous_100,0.03580448961754331,0.37584768280992953,0.3580435788564957,0.017804103953433847
instantaneous_100,0.03611643077496142,0.37618936486665383,0.35908022114149285,0.01710914372516098
instantaneous_100,0.036427863812017694,0.37652616843168,0.36010923558254726,0.01641693284913276
instantaneous_100,0.03673886072135286,0.37685867929262673,0.36113097118932563,0.015727708103301097
instantaneous_100,0.03704948935983534,0.3771874309325314,0.36214575546193634,0.01504167547059504
instantaneous_100,0.037359814108868336,0.37751290997043907,0.363153897195096,0.014359012775343072
instantaneous_100,0.03766989649841597,0.3778355610697802,0.36415568906260243,0.013679872007177796
instantaneous_100,0.037979795801901715,0.3781557913654394,0.36515141001496915,0.013004381350470273
instantaneous_100,0.03828956960873237,0.3784739744789906,0.36614132752066886,0.012332646958321758
instantaneous_100,0.038599274380922255,0.37879045422347224,0.36712569967881986,0.011664754544652378
instantaneous_100,0.03890896600003268,0.3791055479223222,0.3681047772288305,0.011000770693491702
instantaneous_100,0.0392187003107426,0.37941954949895557,0.36907880548120137,0.0103407440177542
instantaneous_100,0.03952853366727262,0.37973273232503957,0.37004802619331234,0.009684706131727228
instantaneous_100,0.03983852348920829,0.38004535184027044,0.37101267941250016,0.009032672427770283
instantaneous_100,0.04014872883336219,0.38035764803049765,0.37197300530894717,0.008384642721550484
instantaneous_100,0.04045921098894607,0.38066984771956125,0.3729292460215232,0.00774060169803803
instantaneous_100,0.04077003410342156,0.3809821667680596,0.37388164753867253,0.007100519229387092
instantaneous_100,0.04108126584811413,0.3812948121805627,0.37483046164129474,0.006464350539267971
instantaneous_100,0.04139297813215381,0.38160798413608,0.37577594793086483,0.005832036205215163
