RADIUS_PC,VELOCITY_cgs_KMS,DENSITY_CM3,TEMP_cgs_K
15.097656,5.0520185e-14,100,100
15.136719,2.0601067e-15,100,100
15.175781,-5.6633817e-18,100,100
15.214844,1.3772828e-17,100,100
15.253906,-1.3079544e-17,100,100
15.292969,-8.0555499e-18,100,100
15.332031,-2.4660169e-18,100,100
15.371094,4.6616482e-17,100,100
15.410156,0,100,100
15.449219,6.1933065e-17,100,100
15.488281,2.778989e-17,100,100
15.527344,-1.3043701e-16,100,100
15.566406,-7.7750302e-18,100,100
15.605469,3.1539709e-17,100,100
15.644531,-3.0198163e-17,100,100
15.683594,-5.5382447e-17,100,100
15.722656,5.0417588e-17,100,100
15.761719,3.9667718e-17,100,100
15.800781,-1.7414042e-17,100,100
15.839844,-1.7328259e-17,100,100
15.878906,4.9430243e-17,100,100
15.917969,2.1734205e-17,100,100
15.957031,4.1548383e-17,100,100
15.996094,1.55188e-16,100,100
16.035156,-1.3526963e-17,100,100
16.074219,-1.6490091e-16,100,100
16.113281,-3.9630161e-17,100,100
16.152344,4.388251e-17,100,100
16.191406,-2.9851083e-17,100,100
16.230469,8.2521023e-17,100,100
16.269531,-8.2125239e-17,100,100
16.308594,-3.0513391e-17,100,100
16.347656,-1.5292327e-16,100,100
16.386719,-2.4124538e-16,100,100
16.425781,-3.6686317e-16,100,100
16.464844,3.1006178e-17,100,100
16.503906,4.2458522e-16,100,100
16.542969,2.986673e-16,100,100
16.582031,1.8130862e-16,100,100
16.621094,-8.1310752e-17,100,100
16.660156,1.3575339e-17,100,100
16.699219,2.7023806e-17,100,100
16.738281,1.2673012e-16,100,100
16.777344,-1.5960657e-17,100,100
16.816406,-1.5681606e-16,100,100
16.855469,-2.9840746e-16,100,100
16.894531,2.0868201e-16,100,100
16.933594,4.9933747e-16,100,100
16.972656,1.0162188e-16,100,100
17.011719,2.2935308e-16,100,100
17.050781,3.499323e-16,100,100
17.089844,-6.1529161e-17,100,100
17.128906,-4.5442692e-16,100,100
17.167969,-3.3533744e-16,100,100
17.207031,-6.5882286e-16,100,100
17.246094,-1.0495417e-15,100,100
17.285156,-6.5773138e-16,100,100
17.324219,-2.6557725e-16,100,100
17.363281,1.2690415e-16,100,100
17.402344,5.1778239e-16,100,100
17.441406,3.8779027e-16,100,100
17.480469,2.5800508e-16,100,100
17.519531,-1.3314953e-16,100,100
